 Count  Overhead File                                                    Line Function
     1         0 @Base/compiler/inferencestate.jl                         341 Core.Compiler.InferenceState(result::Core.Compiler.InferenceResult, src::Core.CodeInfo, cache_mode::UInt8, interp::Core.Compiler.NativeInterpreter)
     1         0 @Base/compiler/utilities.jl                              450 mark_throw_blocks!(src::Core.CodeInfo, handler_at::Vector{Tuple{Int64, Int64}})
     1         0 @Base/compiler/abstractinterpretation.jl                2199 abstract_call_known(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState, max_methods::Int64)
     1         0 @Base/compiler/ssair/inlining.jl                         671 batch_inline!(ir::Core.Compiler.IRCode, todo::Vector{Pair{Int64, Any}}, propagate_inbounds::Bool, params::Core.Compiler.OptimizationParams)
     1         0 @Base/compiler/ssair/ir.jl                              1600 resize!
     1         0 @Base/array.jl                                           986 setindex!
     1         0 @Base/compiler/ssair/ir.jl                              1808 iterate_compact(compact::Core.Compiler.IncrementalCompact)
     1         0 @Base/compiler/ssair/ir.jl                               274 setindex!
     1         0 @Base/compiler/ssair/inlining.jl                         448 ir_inline_item!(compact::Core.Compiler.IncrementalCompact, idx::Int64, argexprs::Vector{Any}, item::Core.Compiler.InliningTodo, boundscheck::Symbol, todo_bbs::Vector{Tuple{Int64, Int64}})
     1         0 @Base/compiler/ssair/ir.jl                              1024 kill_current_uses!(compact::Core.Compiler.IncrementalCompact, stmt::Any)
     1         0 @Base/compiler/ssair/ir.jl                              1243 renumber_ssa2!(stmt::Any, ssanums::Vector{Any}, used_ssas::Vector{Int64}, new_new_used_ssas::Vector{Int64}, late_fixup::Vector{Int64}, result_idx::Int64, do_rename_ssa::Bool, mark_refined!::Core.Compiler.Refiner)
     1         0 @Base/compiler/abstractinterpretation.jl                 217 abstract_call_gf_by_type(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, atype::Any, sv::Core.Compiler.InferenceState, max_methods::Int64)
     1         0 @Base/compiler/abstractinterpretation.jl                 499 add_call_backedges!(interp::Core.Compiler.NativeInterpreter, rettype::Any, all_effects::Core.Compiler.Effects, edges::Vector{Core.MethodInstance}, matches::Core.Compiler.MethodMatches, atype::Any, sv::Core.Compiler.InferenceState)
     1         0 @Base/compiler/inferencestate.jl                         898 add_backedge!
     1         0 @Base/compiler/inferencestate.jl                         714 get_stmt_edges!
     1         0 @Base/compiler/inferencestate.jl                         717 get_stmt_edges!
     1         0 @Base/array.jl                                           158 vect
     1         0 @Base/boot.jl                                            601 Array
     1         0 @Base/compiler/inferencestate.jl                         288 Core.Compiler.InferenceState(result::Core.Compiler.InferenceResult, src::Core.CodeInfo, cache_mode::UInt8, interp::Core.Compiler.NativeInterpreter)
     1         0 @Base/compiler/ssair/ir.jl                              1244 renumber_ssa2!(stmt::Any, ssanums::Vector{Any}, used_ssas::Vector{Int64}, new_new_used_ssas::Vector{Int64}, late_fixup::Vector{Int64}, result_idx::Int64, do_rename_ssa::Bool, mark_refined!::Core.Compiler.Refiner)
     1         0 @Base/compiler/ssair/inlining.jl                        1268 process_simple!(todo::Vector{Pair{Int64, Any}}, ir::Core.Compiler.IRCode, idx::Int64, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/inlining.jl                        1090 call_sig(ir::Core.Compiler.IRCode, stmt::Expr)
     1         0 @Base/compiler/ssair/passes.jl                          1253 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/passes.jl                             6 is_known_call(x::Any, func::Any, ir::Core.Compiler.IncrementalCompact)
     1         0 @Base/compiler/utilities.jl                              329 singleton_type(ft::Any)
     1         0 @Base/compiler/ssair/passes.jl                          2016 adce_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/ir.jl                               724 IncrementalCompact
     1         0 @Base/compiler/ssair/ir.jl                               625 CFGTransformState!(blocks::Vector{Core.Compiler.BasicBlock}, allow_cfg_transforms::Bool)
     1         0 @Base/compiler/ssair/domtree.jl                          242 construct_domtree(blocks::Vector{Core.Compiler.BasicBlock})
     1         0 @Base/compiler/ssair/domtree.jl                          238 GenericDomTree
     1         0 @Base/compiler/abstractinterpretation.jl                3185 typeinf_local(interp::Core.Compiler.NativeInterpreter, frame::Core.Compiler.InferenceState)
     1         0 @Base/compiler/utilities.jl                               43 anymap
     1         0 @Base/compiler/ssair/passes.jl                          2125 adce_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/passes.jl                          1947 mark_phi_cycles!(compact::Core.Compiler.IncrementalCompact, safe_phis::Core.Compiler.IdSet{Int64}, phi::Int64)
     1         0 @Base/compiler/abstractinterpretation.jl                2166 abstract_call_known(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState, max_methods::Int64)
     1         0 @Base/compiler/tfuncs.jl                                2975 return_type_tfunc(interp::Core.Compiler.NativeInterpreter, argtypes::Vector{Any}, si::Core.Compiler.StmtInfo, sv::Core.Compiler.InferenceState)
     1         0 @Base/compiler/ssair/inlining.jl                        1282 process_simple!(todo::Vector{Pair{Int64, Any}}, ir::Core.Compiler.IRCode, idx::Int64, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         0 @Base/compiler/ssair/inlining.jl                        1234 add_inst_flag!
     1         0 @Base/compiler/ssair/inlining.jl                        1237 add_inst_flag!
     1         0 @Base/compiler/optimize.jl                               390 recompute_effects_flags
     1         0 @Base/compiler/optimize.jl                               327 stmt_effect_flags(𝕃ₒ::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}, stmt::Any, rt::Any, src::Core.Compiler.IRCode)
     1         0 @Base/compiler/ssair/inlining.jl                        1324 handle_any_const_result!(cases::Vector{Core.Compiler.InliningCase}, result::Any, match::Core.MethodMatch, argtypes::Vector{Any}, info::Core.Compiler.CallInfo, flag::UInt32, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter}; allow_abstract::Bool, allow_typevars::Bool)
     1         0 @Base/compiler/ssair/inlining.jl                        1445 handle_const_prop_result!
     1         0 @Base/compiler/ssair/inlining.jl                        1454 handle_const_prop_result!(cases::Vector{Core.Compiler.InliningCase}, result::Core.Compiler.ConstPropResult, match::Core.MethodMatch, info::Core.Compiler.CallInfo, flag::UInt32, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter}; allow_abstract::Bool, allow_typevars::Bool)
     1         0 @Base/compiler/ssair/inlining.jl                         991 retrieve_ir_for_inlining
  1859         1 @TractableTreeDistributions/src/clades/cladify_tree.jl    62 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
   110         1 @Base/dict.jl                                            363 setindex!(h::Dict{AbstractClade, Float64}, v0::Float64, key::Clade)
    74         1 @Base/dict.jl                                            337 _setindex!
    48         1 @Base/dict.jl                                            168 rehash!(h::Dict{AbstractClade, Float64}, newsz::Int64)
    65         1 @Base/dict.jl                                            128 hashindex
     4         1 @PhyloNetworks/src/auxiliary.jl                          300 getparentedge
    25         1 @Base/dict.jl                                            476 getindex
    19         1 @Base/array.jl                                           902 iterate
    13         1 @Base/dict.jl                                            358 setindex!(h::Dict{AbstractClade, Float64}, v0::Float64, key::Clade)
     1         1 @Base/sort.jl                                            832 _sort!(v::Vector{String}, ::Base.Sort.InsertionSortAlg, o::Base.Order.ForwardOrdering, kw::@NamedTuple{scratch::Vector{String}, lo::Int64, hi::Int64})
     1         1 @Base/array.jl                                          1112 _growend!
     1         1 @Base/essentials.jl                                        ? cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
     1         1 @TractableTreeDistributions/src/clades/clade_split.jl     12 Split(clade1::Leaf, clade2::Leaf, parent::Clade)
     1         1 @Base/dict.jl                                            301 ht_keyindex2_shorthash!(h::Dict{AbstractClade, Float64}, key::Leaf)
     1         1 @Base/promotion.jl                                         ? in(child_clade::Leaf, clade::Clade)
     1         1 @Base/int.jl                                               ? hash(A::BitVector, h::UInt64)
     1         1 @Base/bool.jl                                             35 !(x::Bool)
     1         1 @Base/abstractarray.jl                                     ? hash(A::BitVector, h::UInt64)
     1         1 @Base/boot.jl                                              ? GenericMemory
     1         1 @Base/broadcast.jl                                       528 _bcs1
     1         1 @Base/abstractarray.jl                                  3548 hash(A::BitVector, h::UInt64)
     1         1 @Base/array.jl                                           194 size
     1         1 @Base/compiler/ssair/passes.jl                           355 already_inserted_ssa
     1         1 @Base/Base.jl                                             53 setproperty!
     1         1 @Base/essentials.jl                                        ? get!(default::DataStructures.var"#30#32"{DataStructures.DefaultDictBase{Any, Any, UnionAll, Dict{Any, Any}}}, h::Dict{Any, Any}, key::Clade)
     1         1 @Base/compiler/ssair/inlining.jl                        1169 is_builtin
     3         1 @Base/abstractset.jl                                     106 union!(s::Set{AbstractClade}, itr::Set{Any})
     1         1 @Base/array.jl                                          1115 _growend!
     1         1 @Base/dict.jl                                             80 Dict
     1         1 @Base/array.jl                                             ? getchildren(node::PhyloNetworks.Node)
     1         1 @Base/compiler/optimize.jl                               241 widen_all_consts!(src::Core.CodeInfo)
     1         1 @Base/compiler/ssair/ir.jl                               732 getindex(compact::Core.Compiler.IncrementalCompact, ssa::Core.SSAValue)
     1         1 @Base/compiler/ssair/ir.jl                               847 _count_added_node!(compact::Core.Compiler.IncrementalCompact, val::Any)
     1         1 @Base/compiler/ssair/ir.jl                              1952 simple_dce!(callback::Function, compact::Core.Compiler.IncrementalCompact)
     1         1 @Base/compiler/typeinfer.jl                              373 Core.CodeInstance(interp::Core.Compiler.NativeInterpreter, result::Core.Compiler.InferenceResult, valid_worlds::Core.Compiler.WorldRange)
     1         1 @Base/compiler/abstractinterpretation.jl                2388 abstract_eval_value(interp::Core.Compiler.NativeInterpreter, e::Any, vtypes::Vector{Core.Compiler.VarState}, sv::Core.Compiler.InferenceState)
     1         1 @Base/compiler/optimize.jl                               447 argextype(x::Any, src::Core.Compiler.IncrementalCompact, sptypes::Vector{Core.Compiler.VarState}, slottypes::Vector{Any})
     1         1 @Base/compiler/ssair/ir.jl                                 ? _advance(stmt::Any, op::Int64)
     1         1 @Base/reflection.jl                                      335 isconst
     1         1 @Base/compiler/ssair/passes.jl                           226 simple_walk(compact::Core.Compiler.IncrementalCompact, defssa::Any, callback::Core.Compiler.var"#529#530")
     1         1 @Base/compiler/ssair/inlining.jl                        1388 compute_inlining_cases(info::Core.Compiler.CallInfo, flag::UInt32, sig::Core.Compiler.Signature, state::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         1 @Base/compiler/ssair/passes.jl                          1196 sroa_pass!(ir::Core.Compiler.IRCode, inlining::Core.Compiler.InliningState{Core.Compiler.NativeInterpreter})
     1         1 @Base/compiler/tfuncs.jl                                2880 intrinsic_exct(𝕃::Core.Compiler.PartialsLattice{Core.Compiler.ConstsLattice}, f::Core.IntrinsicFunction, argtypes::Vector{Any})
     1         1 @Base/compiler/ssair/passes.jl                             ? simple_walk(compact::Core.Compiler.IncrementalCompact, defssa::Any, callback::Core.Compiler.var"#532#533"{Core.Compiler.IdDict{Any, Union{Nothing, Core.Compiler.LiftedValue}}, Core.Compiler.IdDict{Union{Core.Compiler.NewSSAValue, Core.Compiler.OldSSAValue, Core.SSAValue}, Int64}, typeof(Core.Compiler.trivial_walker)})
     1         1 @Base/compiler/utilities.jl                              462 find_throw_blocks(code::Vector{Any}, handler_at::Vector{Tuple{Int64, Int64}})
     1         1 @Base/essentials.jl                                      923 setindex!
     1         1 @Base/compiler/ssair/ir.jl                               448 _useref_getindex(stmt::Any, op::Int64)
     1         1 @Base/compiler/ssair/ir.jl                                72 basic_blocks_starts
     1         1 @Base/compiler/ssair/ir.jl                               449 _useref_getindex(stmt::Any, op::Int64)
     1         1 @Base/compiler/optimize.jl                               443 argextype(x::Any, src::Core.Compiler.IRCode, sptypes::Vector{Core.Compiler.VarState}, slottypes::Vector{Any})
     1         1 @Base/compiler/abstractinterpretation.jl                  32 abstract_call_gf_by_type(interp::Core.Compiler.NativeInterpreter, f::Any, arginfo::Core.Compiler.ArgInfo, si::Core.Compiler.StmtInfo, atype::Any, sv::Core.Compiler.InferenceState, max_methods::Int64)
     1         1 @Base/compiler/typelattice.jl                            248 widenslotwrapper
     1         1 @Base/array.jl                                           350 copy
     1         1 @Base/compiler/typeutils.jl                               57 (::Core.Compiler.var"#408#409")(a::Any)
     1         1 @Base/idset.jl                                            46 push!(s::Core.Compiler.IdSet{Int64}, x::Any)
     1         1 @Base/compiler/abstractinterpretation.jl                2796 isdefined_globalref
     1         1 @Base/compiler/ssair/ir.jl                               509 _useref_setindex!(stmt::Any, op::Int64, v::Any)
   122         2 @Base/array.jl                                          1116 _growend!
     2         2 @Base/range.jl                                           908 iterate
     2         2 @Base/sort.jl                                              ? partition!(t::Vector{String}, lo::Int64, hi::Int64, offset::Int64, o::Base.Order.ForwardOrdering, v::Vector{String}, rev::Bool, pivot_dest::Vector{String}, pivot_index_offset::Int64)
     5         2 @Base/array.jl                                          1117 (::Base.var"#133#134"{Vector{PhyloNetworks.Node}, Int64, Int64, Int64, Int64, Int64, Memory{PhyloNetworks.Node}, MemoryRef{PhyloNetworks.Node}})()
     2         2 @Base/dict.jl                                            137 rehash!(h::Dict{AbstractClade, Float64}, newsz::Int64)
     2         2 @Base/simdloop.jl                                          ? macro expansion
     2         2 @Base/bitarray.jl                                          ? unsafe_bitfindnext
     2         2 @Base/genericmemory.jl                                   125 unsafe_copyto!
     2         2 @Base/simdloop.jl                                         72 macro expansion
     3         2 @Base/compiler/typeutils.jl                               57 argtypes_to_type(argtypes::Vector{Any})
     2         2 @TractableTreeDistributions/src/utils/trees.jl            17 get_tip_names(tree::PhyloNetworks.HybridNetwork)
     2         2 @Base/array.jl                                          1116 (::Base.var"#133#134"{Vector{PhyloNetworks.Node}, Int64, Int64, Int64, Int64, Int64, Memory{PhyloNetworks.Node}, MemoryRef{PhyloNetworks.Node}})()
     2         2 @Base/compiler/inferenceresult.jl                        117 most_general_argtypes(method::Method, specTypes::Any, withfirst::Bool)
     2         2 @Base/compiler/ssair/ir.jl                               460 _useref_getindex(stmt::Any, op::Int64)
     2         2 @Base/compiler/typeinfer.jl                                ? store_backedges(caller::Core.MethodInstance, edges::Vector{Any})
     2         2 @Base/compiler/ssair/ir.jl                                 ? _useref_getindex(stmt::Any, op::Int64)
  1218         3 @TractableTreeDistributions/src/clades/cladify_tree.jl    69 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
   784         3 @TractableTreeDistributions/src/clades/cladify_tree.jl    72 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
   122         3 @TractableTreeDistributions/src/clades/clade.jl           25 Leaf(leaf::Int64, num_taxa::Int64, name::String)
     3         3 @Base/dict.jl                                              ? setindex!(h::Dict{Any, Nothing}, v0::Nothing, key::Leaf)
    30         3 @PhyloNetworks/src/auxiliary.jl                          225 getchildren(node::PhyloNetworks.Node)
     3         3 @Base/int.jl                                             372 |
     3         3 @Base/array.jl                                             ? tiplabels(net::PhyloNetworks.HybridNetwork)
     3         3 @Base/int.jl                                             554 rem
     3         3 @Base/abstractarray.jl                                  3540 hash(A::BitVector, h::UInt64)
     3         3 @Base/dict.jl                                              ? get!(default::Base.var"#264#265"{Int64}, h::Dict{Any, Any}, key::Leaf)
     3         3 @Base/promotion.jl                                         ? ==
     3         3 @Base/essentials.jl                                        ? _useref_setindex!(stmt::Any, op::Int64, v::Any)
     4         4 @PhyloNetworks/src/auxiliary.jl                          229 getchildren(node::PhyloNetworks.Node)
     4         4 @Base/boot.jl                                            523 memoryref
     4         4 @Base/dict.jl                                            369 setindex!(h::Dict{Any, Any}, v::Any, key::Clade)
     4         4 @Base/array.jl                                          1001 __safe_setindex!
     4         4 @Base/boot.jl                                            514 GenericMemory
   235         5 @Base/abstractdict.jl                                    558 get!
    27         5 @TractableTreeDistributions/src/clades/clade.jl           40 ==
    42         5 @Base/dict.jl                                            279 ht_keyindex2_shorthash!(h::Dict{AbstractClade, Float64}, key::Leaf)
    28         5 @TractableTreeDistributions/src/clades/clade_split.jl      9 Split(clade1::Leaf, clade2::Leaf, parent::Clade)
    26         5 @Base/essentials.jl                                      916 getindex
     5         5 @Base/dict.jl                                            366 setindex!(h::Dict{Any, Nothing}, v0::Nothing, key::Leaf)
     5         5 @Base/dict.jl                                            477 getindex(h::Dict{String, Int64}, key::String)
     5         5 @Base/reflection.jl                                     1182 _methods_by_ftype(t::Any, mt::Nothing, lim::Int64, world::UInt64, ambig::Bool, min::Core.Compiler.RefValue{UInt64}, max::Core.Compiler.RefValue{UInt64}, has_ambig::Core.Compiler.RefValue{Int32})
   302         6 @DataStructures/src/delegate.jl                           37 setindex!
   110         6 @TractableTreeDistributions/src/clades/clade.jl            8 Clade
    89         6 @Base/set.jl                                             137 push!(s::Set{Any}, x::Split)
     6         6 @Base/array.jl                                          1134 (::Base.var"#133#134"{Vector{PhyloNetworks.Node}, Int64, Int64, Int64, Int64, Int64, Memory{PhyloNetworks.Node}, MemoryRef{PhyloNetworks.Node}})()
     6         6 @Base/bitarray.jl                                         32 BitArray
     6         6 @Base/dict.jl                                            381 setindex!(h::Dict{Any, Any}, v::Any, key::Clade)
     6         6 @Base/int.jl                                             441 trailing_zeros
     6         6 @TractableTreeDistributions/src/clades/cladify_tree.jl    57 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
     6         6 @Base/dict.jl                                            249 ht_keyindex(h::Dict{String, Int64}, key::String)
   189         7 @TractableTreeDistributions/src/clades/cladify_tree.jl    64 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
     7         7 @Base/int.jl                                              86 -
   182         7 @TractableTreeDistributions/src/clades/clade.jl           52 in(child_clade::Clade, clade::Clade)
     7         7 @TractableTreeDistributions/src/clades/clade.jl           51 in(child_clade::Clade, clade::Clade)
     7         7 @Base/dict.jl                                            475 getindex(h::Dict{String, Int64}, key::String)
     7         7 @Base/boot.jl                                            522 memoryref
     7         7 @Base/dict.jl                                            236 ht_keyindex(h::Dict{AbstractClade, Float64}, key::Clade)
    54         8 @DataStructures/src/delegate.jl                           21 getindex(a::DataStructures.DefaultDict{Any, Any, UnionAll}, args::Clade)
     8         8 @Base/dict.jl                                              ? rehash!(h::Dict{AbstractClade, Float64}, newsz::Int64)
     8         8 @TractableTreeDistributions/src/clades/clade_split.jl     10 Split(clade1::Leaf, clade2::Clade, parent::Clade)
     8         8 @TractableTreeDistributions/src/clades/clade_split.jl      ? Split(clade1::Leaf, clade2::Leaf, parent::Clade)
     8         8 @Base/compiler/typeinfer.jl                              394 maybe_compress_codeinfo(interp::Core.Compiler.NativeInterpreter, linfo::Core.MethodInstance, ci::Core.CodeInfo)
     9         9 @Base/int.jl                                              87 +(x::Int64, y::Int64)
     9         9 @Base/strings/string.jl                                  159 cmp
     9         9 @Base/genericmemory.jl                                   245 setindex!
     9         9 @Base/hashing.jl                                         118 hash
    10         9 @Base/array.jl                                           987 setindex!
     9         9 @Base/reflection.jl                                     1332 _uncompressed_ir
    11        11 @TractableTreeDistributions/src/distributions/ccd1.jl     24 (::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}})(clade::Clade, height::Float64)
    45        12 @Base/operators.jl                                       134 isequal(x::Clade, y::Clade)
    12        12 @TractableTreeDistributions/src/clades/clade_split.jl      8 Split(clade1::Clade, clade2::Clade, parent::Clade)
    12        12 @Base/dict.jl                                              ? ht_keyindex(h::Dict{AbstractClade, Float64}, key::Leaf)
    17        14 @Base/bitarray.jl                                        362 iterate
    14        14 @Base/promotion.jl                                       639 ==
    14        14 @Base/int.jl                                             373 xor
    14        14 @TractableTreeDistributions/src/distributions/ccd1.jl     33 (::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}})(split::Split)
    18        18 @Base/int.jl                                             347 &
    19        19 @TractableTreeDistributions/src/clades/clade.jl           22 Leaf(leaf::Int64, num_taxa::Int64, name::String)
    19        19 @TractableTreeDistributions/src/clades/cladify_tree.jl    44 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
    20        20 @TractableTreeDistributions/src/clades/clade.jl           55 union(clade1::Clade, clade2::Clade)
    21        21 @Base/dict.jl                                            289 ht_keyindex2_shorthash!(h::Dict{Any, Any}, key::Clade)
    24        24 @Base/int.jl                                              83 <
   215        25 @TractableTreeDistributions/src/distributions/ccd1.jl     41 (::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}})(split::Split)
    25        25 @Base/int.jl                                              88 *
    25        25 @Base/bitarray.jl                                         39 BitArray
    26        26 @Base/dict.jl                                            280 ht_keyindex2_shorthash!(h::Dict{AbstractClade, Float64}, key::Leaf)
    29        29 @Base/dict.jl                                            452 get!(default::Base.var"#264#265"{Int64}, h::Dict{Any, Any}, key::Clade)
    32        32 @PhyloNetworks/src/auxiliary.jl                          222 getchildren(node::PhyloNetworks.Node)
    35        35 @Base/essentials.jl                                       11 length
    36        36 @Base/int.jl                                             527 >>
    39        39 @Base/boot.jl                                            522 memoryref(mem::Memory{PhyloNetworks.Node})
    80        42 @PhyloNetworks/src/descriptive.jl                         14 tiplabels(net::PhyloNetworks.HybridNetwork)
    43        43 @Base/dict.jl                                              ? ht_keyindex2_shorthash!(h::Dict{AbstractClade, Float64}, key::Leaf)
    48        48 @Base/dict.jl                                            354 setindex!(h::Dict{Any, Nothing}, v0::Nothing, key::Split)
    55        55 @Base/essentials.jl                                      399 getindex
   107        65 @TractableTreeDistributions/src/clades/cladify_tree.jl    53 cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
   203        70 @TractableTreeDistributions/src/distributions/ccd1.jl     35 (::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}})(split::Split)
   263        76 @TractableTreeDistributions/src/distributions/ccd1.jl     37 (::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}})(split::Split)
    83        83 @TractableTreeDistributions/src/clades/cladify_tree.jl     ? cladify_node(node::PhyloNetworks.Node, clade_visitor::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, split_visitor::TractableTreeDistributions.var"#split_visitor#30"{DataStructures.DefaultDict{Any, Any, UnionAll}, DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}}, tip_indices::Dict{String, Int64}, num_taxa::Int64, heights::Dict{AbstractClade, Floa…
    90        90 @Base/essentials.jl                                      917 getindex
    91        91 @Base/dict.jl                                            265 ht_keyindex2_shorthash!(h::Dict{Any, Nothing}, key::Leaf)
   139       139 @Base/int.jl                                              87 +
   170       170 @Base/Base.jl                                             49 getproperty
  4220       207 @Base/boot.jl                                            430 eval
   209       209 @Base/boot.jl                                            516 GenericMemory
   214       214 @Base/essentials.jl                                      926 setindex!
   518       477 @Base/boot.jl                                            579 Array
   527       492 @Base/dict.jl                                            291 ht_keyindex2_shorthash!(h::Dict{Any, Any}, key::Leaf)
  1444      1097 @TractableTreeDistributions/src/distributions/ccd1.jl     26 (::TractableTreeDistributions.var"#clade_visitor#29"{DataStructures.DefaultDict{Any, Any, Int64}, Set{Any}})(clade::Leaf, height::Float64)
Total snapshots: 5746. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
